Initial computer time: 1556831127.708226919
Initial NTP time:      1556831127.640307426
NTP offset:            1556831127.640307426
##DATA##
timeStamp secondary_task_status
1556834748.794078112 False
1556834758.805509090 True
1556834768.815531015 False
1556834778.824717999 True
1556834788.835263968 False
1556834798.845094919 True
1556834808.857563972 False
1556834818.866214037 True
1556834828.677069902 False
1556834838.686654091 True
1556834848.699161053 False
1556834858.709676027 True
1556834868.718729973 False
1556834878.729445934 True
1556834888.739413023 False
1556834898.748445034 True
1556834908.759831905 False
1556834918.770159006 True
1556834928.778855085 False
1556834938.788263083 True
1556834948.797924995 False
1556834958.811563969 True
1556834968.820122957 False
1556834978.828926086 True
1556834988.837959051 False
1556834998.848495960 True
1556835008.860127926 False
1556835018.869724035 True
1556835028.678710938 False
1556835038.688093901 True
1556835048.697405100 False
1556835058.710360050 True
1556835068.720695972 False
1556835078.729727983 True
1556835088.739151001 False
1556835098.748672009 True
1556835108.760409117 False
1556835118.769968987 True
1556835128.790771008 False
1556835138.801486015 True
